year,fatalities,fatal_collisions,metric,grouping,variable,geography,population,fatality_rate,fatal_collision_rate
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033010200,5067,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033010302,3051,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033010402,4835,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033010501,4158,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033010502,5853,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033010900,1206,82.91873963515755,82.91873963515755
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53033011001,5155,19.398642095053347,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033011002,4599,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033011200,3812,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033011300,6324,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033011402,4318,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033011700,5557,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033011801,3400,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033011802,4500,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033011901,4401,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033011902,3160,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033020200,5428,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033020301,3494,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033020500,7699,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033020600,3757,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033020700,4140,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033021000,5998,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033021100,4356,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033021300,4207,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033021400,4097,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033021500,5030,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033021600,5042,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033021702,5018,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033021802,6190,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033021804,5217,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033021903,6431,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033021904,5599,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033021905,5792,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033022005,4842,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033022402,5532,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033022603,6258,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033022604,4745,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033022605,7047,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033022702,4124,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033022802,6120,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033022803,7169,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033023000,7056,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033023202,4783,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033023300,7885,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033023401,4215,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033023404,3702,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033023601,4611,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033023603,6703,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033023604,6126,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033023702,831,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033024001,4271,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033024100,4807,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033024302,4315,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033024703,3932,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033025001,5919,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033025201,4112,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033025302,4997,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033025401,3623,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033025500,5359,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033025601,5317,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033025602,6829,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033025702,3585,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033025703,3464,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033025704,3785,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033025805,5402,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033025806,5093,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033026001,5403,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033026004,4204,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033026101,4364,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033026102,4282,0,0
2021,4,3,5-year average for fatal collisions,All,Census Tracts,53033026200,6394,62.55864873318737,46.918986549890526
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033026300,1610,62.11180124223603,62.11180124223603
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033026400,5723,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033026500,4535,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033026700,5608,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033026801,6035,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53033026802,6137,16.294606485253382,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033027000,3421,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033027100,4092,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033027200,2753,36.32401017072285,36.32401017072285
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53033027300,6344,15.762925598991174,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033027400,5272,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033027600,4534,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033027701,5591,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033027702,5295,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033028000,4372,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033028100,2940,0,0
2021,3,1,5-year average for fatal collisions,All,Census Tracts,53033028200,5149,58.263740532142165,19.42124684404739
2021,4,2,5-year average for fatal collisions,All,Census Tracts,53033028300,5638,70.9471443774388,35.4735721887194
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033028402,5698,17.55001755001755,17.55001755001755
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033028403,5202,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033028500,4500,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033028700,5475,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53033028801,3469,28.826751225136928,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033028802,7502,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033028902,7138,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029004,4860,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029101,3609,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029102,4972,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029203,4312,0,0
2021,2,2,5-year average for fatal collisions,All,Census Tracts,53033029206,4759,42.02563563773902,42.02563563773902
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029304,5143,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029305,4694,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029306,3652,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029307,4167,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029309,5132,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029403,6700,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029407,5043,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029504,6819,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029602,7055,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033029701,4992,20.03205128205128,20.03205128205128
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033029702,3594,27.824151363383418,27.824151363383418
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53033029803,4044,24.727992087042534,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029804,4727,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029806,5582,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029901,4481,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033029902,5454,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030003,6959,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030005,5950,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030006,4701,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030007,4013,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030008,4514,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030101,4025,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030203,3656,0,0
2021,2,2,5-year average for fatal collisions,All,Census Tracts,53033030304,4693,42.61666311527807,42.61666311527807
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030305,4711,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030306,5501,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030308,6425,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030309,5795,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030312,5478,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033030313,5342,18.719580681392735,18.719580681392735
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030314,4806,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030404,5045,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033030405,3600,27.77777777777778,27.77777777777778
2021,2,2,5-year average for fatal collisions,All,Census Tracts,53033030501,2411,82.9531314807134,82.9531314807134
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030503,5455,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030600,5885,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030700,4591,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033030801,6818,14.667057788207684,14.667057788207684
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033030802,3925,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033030901,3876,25.799793601651185,25.799793601651185
2021,4,1,5-year average for fatal collisions,All,Census Tracts,53033031101,4736,84.45945945945947,21.114864864864867
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031202,6236,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033031204,6283,15.915963711602739,15.915963711602739
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033031301,2223,44.9842555105713,44.9842555105713
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031302,4860,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031400,6287,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033031501,3942,25.36783358701167,25.36783358701167
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031601,5372,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031603,7094,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031605,4370,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033031704,6696,14.934289127837514,14.934289127837514
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031707,2806,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031708,4072,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031800,5043,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031904,3527,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031906,3576,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031911,3712,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033031912,3561,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032002,2902,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53033032003,5629,17.765144785930005,17.765144785930005
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032005,7268,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032006,5581,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53033032007,3402,29.39447383891828,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032010,6743,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032011,4640,0,0
2021,4,2,5-year average for fatal collisions,All,Census Tracts,53033032102,5187,77.1158665895508,38.5579332947754
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032103,5191,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032104,6318,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032219,4556,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53033032221,6647,15.044380923724988,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032315,5455,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032319,6467,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032321,7424,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032322,3026,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032326,3800,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032331,4969,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032401,6020,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032500,5551,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032705,3667,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032706,2855,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53033032800,2561,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035080101,2797,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035080900,4690,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035081000,4760,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035081100,3094,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035090102,5759,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035090201,5383,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035090202,5784,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53035090400,5099,19.611688566385567,19.611688566385567
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035090501,4781,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035090502,4704,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53035090700,5164,19.364833462432223,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035090901,4010,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035091002,3394,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035091100,5227,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035091201,4299,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035091301,4507,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035091600,6148,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035091701,4331,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035091800,2751,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035091900,4380,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035092000,5759,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035092101,4786,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53035092102,4517,22.13858755811379,22.13858755811379
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035092500,5534,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035092701,5128,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035092704,3203,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035092802,4591,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035092803,2827,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53035092901,5958,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53035092902,5559,17.988846914912752,17.988846914912752
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53035940100,6853,14.592149423610099,14.592149423610099
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053060200,1920,52.083333333333336,52.083333333333336
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053060600,6109,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053060800,5246,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053060904,5067,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053060908,3185,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053061002,4591,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053061100,6438,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053061300,4897,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053061602,997,100.30090270812438,100.30090270812438
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053061800,2746,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053061900,1952,51.22950819672131,51.22950819672131
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053062000,4667,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053062300,6230,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053062400,6383,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053062502,3664,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053062600,4478,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053062801,7720,12.953367875647668,12.953367875647668
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053062902,4071,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053063000,3767,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053063100,4398,22.73760800363802,22.73760800363802
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053063200,5109,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053063301,4012,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053063401,4314,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053063402,3938,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053063501,4496,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53053063502,5139,19.459038723487062,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053070100,3891,25.700334104343355,25.700334104343355
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053070204,3677,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053070205,3174,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053070206,4736,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053070207,5838,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053070307,5832,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053070310,6320,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053070313,6144,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053070316,5472,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053070403,4044,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053070703,6700,14.925373134328357,14.925373134328357
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071100,2671,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053071205,4842,20.652622883106154,20.652622883106154
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053071206,6984,14.3184421534937,14.3184421534937
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071207,6911,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053071305,4037,24.770869457517957,24.770869457517957
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053071306,6757,14.799467219180109,14.799467219180109
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071307,5405,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071309,4335,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071403,4125,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071408,3759,0,0
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53053071409,5260,19.011406844106464,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071411,7204,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071412,6425,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071413,2595,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071416,2463,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071503,5526,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071504,5308,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071505,5217,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071506,5512,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053071601,4881,20.48760499897562,20.48760499897562
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071604,4913,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071703,4053,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071704,5136,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071705,4406,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071706,1918,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071707,2340,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053071803,5994,16.68335001668335,16.68335001668335
2021,2,1,5-year average for fatal collisions,All,Census Tracts,53053071806,4229,47.29250413809411,23.646252069047055
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071807,3522,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053071808,4666,21.43163309044149,21.43163309044149
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071901,5703,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053071902,5504,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072000,5584,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072106,6356,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072108,5606,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072109,3511,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072305,6502,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072309,6097,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072311,5595,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072312,5739,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072315,2732,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072405,4122,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072406,6812,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072407,5702,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072503,4506,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072507,3155,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072509,5879,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053072601,5562,17.979144192736424,17.979144192736424
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072602,4103,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053072603,6595,15.163002274450342,15.163002274450342
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072802,5127,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072901,3191,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072903,6913,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053072907,4444,0,0
2021,2,1,5-year average for fatal collisions,All,Census Tracts,53053072909,2156,92.7643784786642,46.3821892393321
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053073001,6447,15.511090429657205,15.511090429657205
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073005,4429,0,0
2021,2,1,5-year average for fatal collisions,All,Census Tracts,53053073006,4563,43.8308130615823,21.91540653079115
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073114,5449,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073115,4607,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073116,5009,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053073117,3935,25.412960609911053,25.412960609911053
2021,1,0,5-year average for fatal collisions,All,Census Tracts,53053073118,4872,20.525451559934318,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073119,3115,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073120,5218,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073121,4773,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073122,5810,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073127,2862,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073128,6932,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073129,5507,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073130,3975,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053073200,6782,14.744913005013268,14.744913005013268
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073301,5542,0,0
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053073407,3505,28.530670470756064,28.530670470756064
2021,1,1,5-year average for fatal collisions,All,Census Tracts,53053073408,4268,23.430178069353325,23.430178069353325
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073501,4162,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053073502,4712,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053940001,2741,0,0
2021,2,2,5-year average for fatal collisions,All,Census Tracts,53053940002,4547,43.985045084671214,43.985045084671214
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053940004,6468,0,0
2021,0,0,5-year average for fatal collisions,All,Census Tracts,53053940005,6250,0,0
